X,Y,FID,
30.3053293,59.9672104,0
30.3062078,59.9661079,1
30.3077635,59.9549846,2
30.3113006,59.9565622,3
30.2903165,59.9523992,4
30.3297918,59.9638342,6
30.2990613,59.9577764,10
30.2959337,59.959348,11
30.3007795,59.9570249,12
30.3279103,59.9638523,4111
30.292006,59.9552931,13
30.2914725,59.9632459,4112
30.2918395,59.9614891,14
30.2895169,59.9599294,15
30.2856382,59.9644361,16
30.2936994,59.956328,17
30.3068419,59.9494736,18
30.3047622,59.9494044,19
30.3065578,59.9494546,4118
30.2965547,59.9542,20
30.3049757,59.9494094,4119
30.3055496,59.9617672,21
30.3047765,59.9492918,4120
30.3073479,59.9610583,22
30.3097474,59.962638,4121
30.3094577,59.9624677,4122
30.2974033,59.9649115,24
30.3095522,59.9622921,4123
30.3016783,59.9632576,25
30.3100667,59.964547,26
30.308124,59.9633515,27
30.3152502,59.9708334,4126
30.3122403,59.9591926,28
30.3088681,59.9731019,4127
30.3144407,59.9655448,29
30.3071143,59.9713174,4128
30.2963352,59.9508767,4129
30.3223979,59.9610038,31
30.2969182,59.9521144,4130
30.2968396,59.9522242,35
30.2907543,59.9526691,36
30.2997334,59.9520207,37
30.3066606,59.9540188,38
30.2938703,59.9545787,39
30.3094581,59.9623674,40
30.309839,59.9625979,41
30.2881434,59.9633995,42
30.3298267,59.9562569,4142
30.3042784,59.9649094,44
30.3283652,59.9571987,4143
30.329224,59.957548,4144
30.3298667,59.9577399,4145
30.3124705,59.9587953,48
30.3123488,59.9656354,49
30.2901914,59.9509513,51
30.3080391,59.9632992,4150
30.2920335,59.9602174,52
30.308214,59.9634087,4151
30.3099588,59.9644806,4152
30.3101884,59.9646219,4153
30.3250582,59.9572128,55
30.3183416,59.9600275,4154
30.305601,59.9670988,56
30.3262437,59.9616691,4155
30.3009476,59.9569567,57
30.3210543,59.9563324,4156
30.3123705,59.9589639,58
30.3278358,59.9571393,4157
30.2999374,59.9665886,59
30.3226821,59.9559572,4158
30.300146,59.9663981,60
30.326993,59.9549187,4159
30.2960782,59.9506943,61
30.2937086,59.9609121,4160
30.3081094,59.9609047,62
30.3059127,59.9724821,4161
30.3105861,59.9611663,63
30.3101005,59.9617725,64
30.2947936,59.9536893,4163
30.3083073,59.9615379,65
30.294315,59.9539089,4164
30.3001663,59.9666549,66
30.3111908,59.9659816,4165
30.300215,59.9665789,67
30.3029814,59.9564007,4166
30.3064424,59.9669097,68
30.3025818,59.9565144,4167
30.3085901,59.9673052,69
30.3176625,59.956955,4168
30.3166551,59.9598566,70
30.3035977,59.9571602,4169
30.3177439,59.9600744,71
30.3179089,59.9578066,4170
30.3122132,59.9592373,72
30.3189025,59.9579424,4171
30.3119799,59.9603769,74
30.3118196,59.9599538,75
30.3152543,59.9607348,4174
30.3120846,59.9591757,76
30.3152891,59.9607679,4175
30.3127862,59.9643022,77
30.3149471,59.960778,4176
30.3154493,59.9611167,4177
30.308388,59.9621847,4178
30.3066182,59.9587217,80
30.3082249,59.9622851,4179
30.3050003,59.9596099,81
30.3087144,59.9626962,4180
30.3023557,59.9595399,82
30.3143375,59.960626,4181
30.3104206,59.9618364,83
30.3004359,59.9671557,4182
30.3093515,59.9623001,84
30.3068701,59.9627191,85
30.3005664,59.9673258,4184
30.2990777,59.9663987,4185
30.31199,59.9592619,87
30.3178378,59.9595625,88
30.3127851,59.9655196,4187
30.321172,59.9564346,89
30.3038464,59.9567047,4188
30.306516,59.9634627,90
30.3081471,59.9603368,4189
30.301681,59.9631631,91
30.296866,59.9544961,4190
30.3056868,59.9593485,92
30.2940018,59.9546597,4191
30.3073525,59.9608615,93
30.3026677,59.9552914,4192
30.3097583,59.9629198,4193
30.3017856,59.9668359,4194
30.3113933,59.9663149,96
30.3046809,59.9672174,4195
30.3083455,59.9555524,4196
30.3086164,59.955882,4197
30.3144169,59.9638342,99
30.3038647,59.9563096,4198
30.3129739,59.9640885,100
30.3057649,59.956794,4199
30.2984493,59.9592953,4200
30.3117261,59.9613723,4201
30.31158,59.9614214,4202
30.311276,59.9616836,4203
30.3124763,59.9627955,4204
30.3078645,59.9640855,4205
30.3123202,59.9643425,4206
30.3087356,59.9650854,4207
30.309508,59.9656136,4208
30.3078155,59.9587284,110
30.3093531,59.9656612,4209
30.3047807,59.9659676,4210
30.304926,59.966068,4211
30.3314257,59.9607539,113
30.3035892,59.9668468,4212
30.2960086,59.9554791,114
30.3073781,59.9581148,4213
30.2951246,59.955597,115
30.2976667,59.9581921,4214
30.3056479,59.9620039,116
30.3115626,59.9623774,4215
30.3026106,59.9575723,117
30.3115547,59.9623856,4216
30.3085541,59.9672811,118
30.3113467,59.9628138,4217
30.3119735,59.9660911,119
30.310556,59.9629702,4218
30.3119681,59.963825,4219
30.3202529,59.9633649,4220
30.3010176,59.9594434,4221
30.3024991,59.9631017,123
30.3025222,59.9595238,4222
30.3070015,59.9610107,124
30.3025841,59.9595465,4223
30.3075421,59.9592879,125
30.3014915,59.9594541,4224
30.2985733,59.9663553,126
30.2999572,59.9600435,4225
30.2982222,59.965611,127
30.3024252,59.9595649,4226
30.2975931,59.9652139,128
30.3024084,59.9595727,4227
30.2980609,59.9654994,129
30.2999211,59.9600209,4228
30.2967591,59.9601769,4229
30.3037622,59.9623733,131
30.2962285,59.9604315,4230
30.3031026,59.9604419,132
30.3253901,59.9636052,4231
30.3024314,59.9600338,133
30.3252184,59.9636119,4232
30.2999818,59.9585229,134
30.3253525,59.9635327,4233
30.3002857,59.9669815,135
30.325205,59.9635502,4234
30.3032407,59.9641183,136
30.3043234,59.9610938,4235
30.3048408,59.9633029,137
30.3054215,59.96182,4236
30.3059481,59.963015,138
30.3061937,59.9622387,4237
30.3054881,59.962444,139
30.3069809,59.9625501,4238
30.3147854,59.9608834,140
30.3068076,59.9626162,4239
30.3158104,59.9611733,141
30.307385,59.9629719,4240
30.3153883,59.9614075,142
30.3082501,59.9632957,4241
30.3139218,59.9604659,143
30.3086095,59.9637644,4242
30.3124273,59.9598087,144
30.3088696,59.9640517,4243
30.3123704,59.9593401,145
30.3090001,59.9640879,4244
30.309297,59.9675752,146
30.325636,59.9569236,4245
30.3110293,59.966808,147
30.3274347,59.9560967,4246
30.3113083,59.9663188,148
30.3261106,59.9568665,4247
30.3114102,59.966663,149
30.3112289,59.9665737,150
30.309721,59.9709633,4249
30.3115035,59.9566099,152
30.3011217,59.9664043,154
30.3067026,59.9716129,4253
30.3053451,59.9644452,155
30.332828,59.9586912,4254
30.307789,59.9633547,156
30.3092592,59.9601434,157
30.304554,59.9652535,158
30.3067294,59.9622396,159
30.3086431,59.9638616,160
30.3007943,59.9664351,164
30.3078889,59.9613202,165
30.3088402,59.9577855,166
30.3084174,59.9577309,167
30.308235,59.9577014,168
30.3127313,59.9711735,4267
30.3014795,59.95793,4269
30.2958136,59.9640473,171
30.3006592,59.9570739,4270
30.2943379,59.9627343,172
30.299616,59.9572273,4271
30.2935791,59.962368,173
30.3107899,59.9613165,4272
30.2981903,59.9607314,174
30.3115673,59.961517,4273
30.3014564,59.9594554,175
30.3117386,59.9603158,4274
30.303103,59.9594377,176
30.3054329,59.9591839,177
30.3323848,59.9570644,4276
30.3088312,59.9584762,178
30.3325535,59.9571453,4277
30.3301325,59.9566648,4278
30.2923018,59.9610394,180
30.3301523,59.9567143,4279
30.3079817,59.9592854,4280
30.3130539,59.9570889,182
30.3080701,59.954913,185
30.3198144,59.956503,186
30.3301577,59.9642463,187
30.2983346,59.9554171,188
30.2972882,59.9523046,189
30.2979653,59.9522354,190
30.2972008,59.9519359,191
30.311304,59.9658924,192
30.3140358,59.9707385,195
30.3137528,59.9689811,197
30.3011819,59.9575922,199
30.3293906,59.958238,201
30.3347016,59.958328,202
30.3160707,59.9613969,203
30.3146413,59.9628058,204
30.319477,59.9569759,205
30.2991435,59.9535964,206
30.3020995,59.95336,207
30.3056426,59.9570975,208
30.3055325,59.9572407,209
30.3330462,59.9573635,4308
30.3056998,59.9572405,210
30.3129426,59.9661086,211
30.3110734,59.966544,212
30.2904259,59.9580459,213
30.304098,59.9562504,214
30.3116498,59.9582204,215
30.3109768,59.9582148,216
30.3282275,59.9634291,218
30.3026305,59.9551045,219
30.3269381,59.9593983,220
30.2998459,59.9579795,221
30.299367,59.9584715,222
30.2934486,59.9564042,4321
30.2935116,59.9564423,4322
30.3097846,59.9627102,224
30.2876146,59.958502,4323
30.3104538,59.9636053,225
30.2876543,59.9585339,4324
30.3101855,59.9639572,226
30.3085556,59.9557945,227
30.3065935,59.9574695,228
30.3119043,59.9567821,229
30.2929866,59.9605114,232
30.2930639,59.9604676,233
30.2992816,59.9579135,234
30.3292894,59.9565031,4333
30.2992524,59.9576702,235
30.3009208,59.9571081,236
30.3093032,59.9643224,4336
30.3109085,59.9642466,238
30.3120076,59.9639013,240
30.3218238,59.957943,243
30.3153646,59.9710563,4342
30.3262363,59.9567933,244
30.315843,59.9710321,4343
30.3281716,59.9575794,245
30.3153713,59.9710736,4344
30.306011,59.9533841,246
30.3075392,59.9597026,247
30.3091513,59.9584027,248
30.3191797,59.9581985,249
30.3123179,59.9596206,250
30.3138402,59.9701623,253
30.3084409,59.9686319,254
30.3088502,59.9689297,255
30.3120739,59.9709639,4354
30.3087118,59.9690328,256
30.3090995,59.9686584,257
30.3094544,59.9682697,258
30.2920653,59.9615349,259
30.312285,59.9645612,261
30.2982048,59.9652432,262
30.302537,59.9637202,263
30.3057096,59.9727701,264
30.3133146,59.9711413,266
30.3275751,59.9568321,267
30.3266659,59.9565514,268
30.3266353,59.9569508,269
30.3307522,59.9605759,270
30.3109149,59.9584603,271
30.2984587,59.9547988,272
30.3033787,59.9567319,273
30.3165208,59.9596727,274
30.3053177,59.9547668,275
30.3056839,59.9546831,276
30.3055444,59.9562166,277
30.3006939,59.9519805,278
30.310943,59.9621032,279
30.3113466,59.9728677,4378
30.3148149,59.9653819,280
30.3124807,59.9576365,281
30.3040538,59.9499333,283
30.3162425,59.9655267,284
30.3028212,59.9498394,4386
30.3030886,59.9507919,4387
30.3059485,59.9530032,4388
30.3190637,59.9568022,290
30.3013059,59.9540704,4389
30.2934939,59.9552144,291
30.3123058,59.9676749,4390
30.3035713,59.9673976,292
30.3048217,59.961809,293
30.2988725,59.9582845,294
30.2975644,59.9544844,295
30.3067158,59.9618244,4395
30.328481,59.9566298,297
30.3121332,59.9673288,4396
30.3311203,59.9578491,298
30.3133263,59.9676382,4397
30.3269491,59.9552381,299
30.2992161,59.9657367,4398
30.3069367,59.9614421,300
30.3044582,59.9608439,4399
30.3067921,59.9608607,301
30.3087865,59.9626114,302
30.3112322,59.9644183,303
30.3315655,59.9563754,4402
30.3121035,59.9626486,304
30.3224367,59.964529,4403
30.3269645,59.96167,305
30.3224552,59.9644589,4404
30.3238948,59.962143,306
30.3081551,59.969065,4405
30.322669,59.9632963,307
30.3084681,59.969312,4406
30.3143051,59.9676313,308
30.3149544,59.97118,4407
30.2923027,59.9616386,309
30.2992786,59.9542786,310
30.3028969,59.9504532,311
30.2977156,59.9507401,312
30.3121571,59.9660388,313
30.3126828,59.9661999,314
30.3065052,59.9661332,315
30.3090435,59.9623455,316
30.3103235,59.962017,317
30.308045,59.9616379,318
30.3071152,59.9559852,4417
30.3076322,59.9621852,319
30.3072674,59.9559731,4418
30.3131303,59.9581684,320
30.318929,59.9597693,321
30.3027283,59.9589825,322
30.304327,59.9617215,323
30.3066022,59.9615176,324
30.3255206,59.954267,4423
30.3253064,59.9545036,4424
30.30523,59.9495276,4425
30.3057337,59.9495424,4426
30.3191809,59.9615742,4427
30.2973594,59.9647662,330
30.2847203,59.9625746,331
30.2955611,59.9575254,332
30.3173615,59.9616896,4431
30.288014,59.9638769,333
30.3046017,59.9609712,4432
30.2914734,59.9623789,335
30.3027251,59.95619,4434
30.2883431,59.9611175,336
30.2976656,59.9595268,337
30.2935431,59.960656,338
30.3313583,59.9634616,340
30.3302522,59.9633058,341
30.3346738,59.9584333,342
30.3346601,59.9586136,343
30.3059534,59.9532848,4443
30.3345311,59.9595956,356
30.3345525,59.9593754,357
30.3066943,59.9574903,358
30.2990569,59.9599631,359
30.2915045,59.9617478,361
30.3095992,59.9681591,364
30.2941001,59.9514329,365
30.3074983,59.9570648,368
30.3083944,59.9572597,369
30.3072845,59.9572849,370
30.3084438,59.9587898,372
30.3191637,59.9562059,376
30.29973,59.958339,379
30.305232,59.957774,380
30.3091662,59.9578056,381
30.2923974,59.9611083,383
30.2931626,59.9609275,384
30.2835342,59.9621879,385
30.2860858,59.9641724,386
30.2911523,59.9574586,389
30.2994724,59.9574595,390
30.2986617,59.9581111,391
30.2922221,59.9615555,4490
30.3292701,59.9638073,392
30.2983459,59.9661787,395
30.3116068,59.9586345,396
30.3240573,59.9612945,397
30.3169001,59.9615887,398
30.3125396,59.9568449,399
30.3007327,59.9603832,400
30.3083078,59.9569101,401
30.3001555,59.9574566,403
30.3018117,59.9590295,404
30.3033954,59.9589034,405
30.2996116,59.9582942,406
30.3035571,59.958838,407
30.2982507,59.9574116,408
30.3324449,59.9608211,4507
30.3026103,59.9598187,409
30.3335864,59.9608656,4508
30.299517,59.9575563,410
30.3341826,59.9602544,4509
30.3035439,59.9604158,411
30.2988772,59.957866,412
30.3014356,59.9593468,413
30.3013359,59.9589373,414
30.3037659,59.9558706,4513
30.2996688,59.9576435,415
30.3002974,59.9586202,416
30.3055306,59.974371,4515
30.3023501,59.9599207,417
30.3010017,59.9574787,418
30.3009171,59.9590117,419
30.3064052,59.9500906,4518
30.3008382,59.9586226,420
30.2989324,59.9559977,421
30.3056967,59.9617093,422
30.3032494,59.9493883,4521
30.30368,59.9589485,423
30.3033475,59.9604996,424
30.297357,59.9566303,425
30.3022703,59.9593027,426
30.3041612,59.9591764,427
30.3013056,59.9574506,428
30.3113979,59.9657931,4527
30.3044618,59.9594231,429
30.3101501,59.9668775,4528
30.3024365,59.9595598,430
30.3101028,59.9669338,4529
30.3033426,59.9596079,431
30.3099936,59.9669452,4530
30.302513,59.9596533,432
30.313172,59.9639151,4531
30.302276,59.9595005,433
30.3121865,59.96467,4532
30.3024166,59.9595689,434
30.3132448,59.9643088,4533
30.3040441,59.9601042,435
30.310649,59.9663821,4534
30.3020092,59.9593303,436
30.3121439,59.9625285,4535
30.3014469,59.9582943,437
30.3119242,59.9625306,4536
30.2988399,59.9574591,438
30.3075529,59.9667558,4537
30.3009488,59.9572531,439
30.310012,59.9667559,4538
30.3006146,59.9577049,440
30.3099373,59.9668338,4539
30.301139,59.9577602,441
30.3017489,59.9586916,442
30.3001468,59.9581399,443
30.3008085,59.9579385,444
30.297448,59.9582806,4543
30.3022373,59.959578,445
30.2976062,59.9582215,4544
30.3023935,59.9587589,446
30.3000362,59.9581115,447
30.2995581,59.9578027,448
30.3007219,59.9585372,449
30.3029462,59.9588683,450
30.3034963,59.960271,451
30.3013601,59.9578104,452
30.3018839,59.959253,453
30.3014372,59.9589683,454
30.3004749,59.9577015,455
30.3011005,59.9577744,456
30.3004398,59.9583586,457
30.3016146,59.9578271,458
30.3006403,59.9584825,459
30.3122507,59.9675745,4558
30.3019192,59.9588074,460
30.3147734,59.9691272,4559
30.3013807,59.9579262,461
30.3150464,59.969761,4560
30.2996969,59.9578825,462
30.3125688,59.9711789,4561
30.3007496,59.9585517,463
30.3012701,59.9588927,464
30.3307737,59.9607625,4563
30.3010465,59.957302,465
30.3323364,59.9586614,4564
30.301735,59.9575951,466
30.3306717,59.9605562,4565
30.300952,59.958682,467
30.3307152,59.960749,4566
30.3014244,59.9579108,468
30.3010241,59.958038,4567
30.3016578,59.9578132,469
30.307827,59.9694883,4568
30.301103,59.9580343,470
30.3078547,59.9694614,4569
30.3031081,59.9586044,471
30.3082916,59.9695144,4570
30.3038305,59.9590549,472
30.3082641,59.9695475,4571
30.3002779,59.9582621,473
30.301373,59.9587158,474
30.300151,59.9581956,475
30.3013408,59.9587238,476
30.3012958,59.9589104,477
30.3007739,59.9586206,478
30.2956833,59.9555091,4577
30.3014404,59.9587865,479
30.3011159,59.9587737,480
30.3013113,59.9580124,481
30.3022952,59.9596118,482
30.3017232,59.9591613,483
30.3001082,59.9581566,484
30.3029693,59.9585221,485
30.3037225,59.9589867,486
30.3007791,59.9585723,487
30.3012316,59.9588638,488
30.299792,59.9575955,489
30.30145,59.9577162,490
30.3056446,59.9611222,491
30.3077921,59.9614998,492
30.3066831,59.9617045,493
30.3067865,59.9622942,494
30.3073932,59.9620517,495
30.3072611,59.9620236,496
30.3070549,59.9675792,497
30.3060193,59.962771,498
30.3060367,59.9627641,499
30.3060713,59.9626165,500
30.3060575,59.9626074,501
30.3085719,59.9686132,502
30.3045682,59.9629403,503
30.3044794,59.9629909,504
30.3064016,59.9677024,505
30.3087393,59.9679563,506
30.3057708,59.9622975,4605
30.3067433,59.9673311,507
30.3078595,59.9671774,508
30.3171978,59.9595489,4607
30.3075001,59.9674754,509
30.3067517,59.9665572,510
30.3073112,59.9668704,511
30.3080042,59.967418,512
30.3343815,59.9602207,4611
30.3058407,59.9666849,513
30.2977681,59.9575299,4612
30.3063337,59.9661812,514
30.3025856,59.9553661,4613
30.3052692,59.967301,515
30.3026783,59.9557273,4614
30.3051194,59.9671744,516
30.3030851,59.9557731,4615
30.3053859,59.9671186,517
30.3026072,59.956041,4616
30.3063629,59.9660452,518
30.3017551,59.9563122,4617
30.3055158,59.9672451,519
30.3001061,59.9581761,4618
30.3082544,59.9653701,520
30.3027821,59.9638734,521
30.3062327,59.9536523,4620
30.3028174,59.9636111,522
30.3132846,59.9712429,4621
30.2939656,59.9629088,523
30.3313518,59.9560647,4622
30.2943214,59.9635747,524
30.2935339,59.9628255,525
30.2929518,59.962985,526
30.2924872,59.963447,527
30.2912763,59.9636985,529
30.2943418,59.9631075,530
30.2943694,59.963158,531
30.2945302,59.9636962,532
30.2935593,59.9627577,533
30.2944315,59.9635281,534
30.2949445,59.963475,536
30.295168,59.9636426,537
30.2946347,59.9636539,538
30.2941745,59.9630331,539
30.294248,59.9630846,540
30.290274,59.9641458,541
30.2950128,59.9637669,543
30.2927022,59.9631842,544
30.2914149,59.9636634,545
30.2905575,59.9640431,546
30.2915615,59.963051,547
30.2910347,59.9632927,548
30.2909475,59.9638855,549
30.2937965,59.9633837,550
30.29414,59.9632032,551
30.2908336,59.9639292,552
30.2905494,59.9627097,553
30.310348,59.964865,554
30.326128,59.9523221,556
30.3090629,59.9658977,557
30.3071783,59.9658957,558
30.3105964,59.9655831,559
30.3098618,59.9653079,560
30.3096575,59.9647798,561
30.3099033,59.9660434,562
30.3099357,59.9660087,563
30.3099575,59.9659814,564
30.310353,59.9654227,565
30.3108282,59.9655089,566
30.3099462,59.9653748,567
30.3096363,59.9655097,568
30.3106673,59.9650638,569
30.3095474,59.965549,570
30.3094852,59.9655813,571
30.309423,59.9656002,572
30.309683,59.9654812,573
30.3088529,59.9688709,574
30.3098108,59.9685926,575
30.3013688,59.9631976,4674
30.3092479,59.9685123,576
30.3082388,59.9689746,577
30.309328,59.968947,578
30.3094763,59.9688692,579
30.3093228,59.9683863,580
30.3075543,59.9569955,581
30.3113026,59.9568251,582
30.3117461,59.9673719,583
30.3100285,59.96769,584
30.2877065,59.9493901,4683
30.3127349,59.9658616,585
30.3078399,59.9694758,586
30.3021421,59.9636862,4685
30.2921356,59.9618258,587
30.3218634,59.9572788,4686
30.2910682,59.9621654,588
30.2899175,59.9625854,589
30.2912573,59.9616084,590
30.2925489,59.9620162,591
30.2886917,59.963396,592
30.2920251,59.9619661,593
30.2914351,59.9617915,594
30.2896215,59.9627411,595
30.2911833,59.9619196,596
30.2917793,59.9619052,597
30.3163626,59.9637543,4696
30.2934737,59.9625753,598
30.3106356,59.9651449,4697
30.2920988,59.9619712,599
30.3060724,59.9723033,4698
30.2909752,59.9621576,600
30.2918084,59.9621951,601
30.2917456,59.9619886,602
30.2916934,59.9621407,603
30.2887621,59.9633943,604
30.2921909,59.9619456,605
30.3043992,59.9648605,4704
30.2910695,59.9622074,606
30.2920149,59.9618299,607
30.306499,59.9493349,4706
30.2923189,59.9622017,608
30.2888967,59.9602965,4707
30.2891401,59.9634652,609
30.3111053,59.960795,4708
30.2892379,59.9629182,610
30.2913471,59.9618356,611
30.3192037,59.9641413,4710
30.2916515,59.9618412,612
30.3192054,59.963795,4711
30.2894885,59.9628087,613
30.3080979,59.9559535,4712
30.2913438,59.9620788,614
30.2909792,59.9622041,615
30.2902764,59.9624102,616
30.2886704,59.9634312,617
30.318053,59.9562391,4716
30.2919637,59.9618473,618
30.291777,59.9621568,619
30.2922195,59.9619149,620
30.2927734,59.9628337,621
30.2887457,59.9634288,622
30.2919699,59.9619477,623
30.2927261,59.9621151,624
30.2873233,59.9638746,4723
30.2912079,59.9625552,625
30.3106038,59.9682554,626
30.3120716,59.967202,627
30.3122594,59.967143,628
30.3124203,59.9677685,629
30.3103004,59.9667247,630
30.3115636,59.9669199,631
30.2984562,59.9614644,632
30.2872097,59.9610744,633
30.2886573,59.9603932,634
30.2889917,59.9612782,635
30.2891167,59.9606918,636
30.2861849,59.9615011,637
30.2901529,59.9621933,638
30.2886122,59.9628597,4737
30.2860762,59.9621476,639
30.3203154,59.9638079,4738
30.3110764,59.9671768,640
30.3194429,59.9635404,4739
30.3106678,59.9670548,641
30.3191882,59.9637721,4740
30.3114102,59.9664455,642
30.3126007,59.9661738,643
30.2962497,59.9649354,4742
30.3117113,59.9660779,644
30.3118876,59.9660884,645
30.2909682,59.9617613,4744
30.312306,59.9660401,646
30.2916833,59.9616945,4745
30.3124831,59.9661529,647
30.306755,59.9707337,4746
30.3129122,59.9664213,648
30.3122802,59.9668329,649
30.3130891,59.9666238,650
30.3131795,59.9666566,651
30.3134408,59.967036,652
30.3135159,59.9671997,653
30.3136339,59.9674736,654
30.3136314,59.9672625,655
30.3134291,59.9669533,656
30.3140257,59.965673,657
30.3254947,59.9643427,659
30.3253008,59.9643033,660
30.2878454,59.9634089,4759
30.3045098,59.9594557,662
30.2861077,59.9640659,4761
30.3043675,59.9601543,663
30.3043122,59.9601981,664
30.3042738,59.9593147,665
30.304814,59.9600135,666
30.3043477,59.9593603,667
30.3043484,59.960552,668
30.3041015,59.9603225,669
30.3042221,59.9606992,670
30.3044248,59.960822,671
30.3052033,59.960434,672
30.304311,59.9607632,673
30.3043588,59.960225,674
30.3043108,59.9593375,675
30.3043317,59.9605245,676
30.3041759,59.960676,677
30.3051532,59.959864,678
30.304314,59.9605562,679
30.3043875,59.9593845,680
30.3045248,59.9604342,681
30.3045184,59.9598244,682
30.3050078,59.960797,683
30.3047208,59.9595826,684
30.304166,59.9592479,685
30.3042711,59.9604615,686
30.3040906,59.9606244,687
30.3040052,59.9605514,688
